time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.104876,505.929,505.929,5
0.104884,316.206,316.206,4
0.104892,758.893,758.893,7
0.1049,126.482,126.482,10
0.104908,632.411,632.411,4
0.104916,252.964,252.964,5
0.104924,505.929,505.929,4
0.104932,252.964,252.964,5
0.10494,569.17,569.17,1
0.104948,442.688,442.688,5
0.104957,505.929,505.929,5
0.104965,252.964,252.964,3
0.104973,550.198,550.395,9
0.104981,632.411,632.411,7
0.104989,189.723,189.723,4
0.104997,569.17,569.17,8
0.105005,505.929,505.929,6
0.105013,442.688,442.688,4
0.105021,695.652,695.652,4
0.105029,505.929,505.929,3
0.105038,442.688,442.688,2
0.105046,632.411,632.411,5
0.105054,822.134,822.134,4
0.105062,569.17,569.17,6
0.10507,126.482,126.482,6
0.105078,252.964,252.964,7
0.105086,316.206,316.206,5
0.105094,569.17,569.17,7
0.105102,758.893,758.893,10
0.10511,632.411,632.411,4
0.105118,695.652,695.652,5
0.105127,632.411,632.411,5
0.105135,379.447,379.447,8
0.105143,442.688,442.688,3
0.105151,948.617,948.617,8
0.105159,442.688,442.688,4
0.105167,505.929,505.929,4
0.105175,695.652,695.652,8
0.105183,569.17,569.17,4
0.105191,252.964,252.964,5
0.105199,252.964,252.964,2
0.105208,252.964,252.964,5
0.105216,505.929,505.929,5
0.105224,126.482,126.482,8
0.105232,252.964,252.964,4
0.10524,569.17,569.17,8
0.105248,442.688,442.688,2
0.105256,505.929,505.929,2
0.105264,505.929,505.929,3
0.105272,442.688,442.688,2
0.10528,885.375,885.375,5
0.105288,505.929,505.929,3
0.105297,758.893,758.893,5
0.105305,505.929,505.929,2
0.105313,126.482,126.482,3
0.105321,442.688,442.688,4
0.105329,695.652,695.652,3
0.105337,695.652,695.652,6
0.105345,442.688,442.688,4
0.105353,885.375,885.375,3
0.105361,126.482,126.482,6
0.105369,695.652,695.652,1
0.105378,252.964,252.964,3
0.105386,505.929,505.929,7
0.105394,442.688,442.688,5
0.105402,63.2411,63.2411,7
0.10541,569.17,569.17,4
0.105418,569.17,569.17,4
0.105426,442.688,442.688,6
0.105434,505.929,505.929,4
0.105442,189.723,189.723,3
0.10545,252.964,252.964,1
0.105458,316.206,316.206,4
0.105467,379.447,379.447,2
0.105475,189.723,189.723,8
0.105483,316.206,316.206,6
0.105491,632.411,632.411,7
0.105499,379.447,379.447,7
0.105507,758.893,758.893,6
0.105515,316.206,316.206,7
0.105523,252.964,252.964,6
0.105531,316.206,316.206,6
0.105539,316.206,316.206,4
0.105548,316.206,316.206,7
0.105556,758.893,758.893,1
